surveyDatetime,beach_Sc,Whittlesey_Discharge_Diff_6,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_2,HeightAboveSeaLevel_Mean_6,HeightAboveSeaLevel_Mean_12,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Diff_24,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_StDev_2,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sqrt.Precipitation.over.upload.kreher.Sum..1hr,Sqrt.Precipitation.over.upload.kreher.Sum..2hr,Sqrt.Precipitation.over.upload.kreher.Sum..6hr,Sqrt.Precipitation.over.upload.kreher.Sum..12hr,Sqrt.Precipitation.over.upload.kreher.Sum..24hr,Sqrt.Precipitation.over.upload.kreher.Sum..48hr,Sqrt.Precipitation.over.upload.kreher.Sum..72hr,Sqrt.Precipitation.over.upload.kreher.Sum..120hr,Sqrt.Precipitation.over.upload.maslowski.Sum..1hr,Sqrt.Precipitation.over.upload.maslowski.Sum..2hr,Sqrt.Precipitation.over.upload.maslowski.Sum..6hr,Sqrt.Precipitation.over.upload.maslowski.Sum..12hr,Sqrt.Precipitation.over.upload.maslowski.Sum..24hr,Sqrt.Precipitation.over.upload.maslowski.Sum..48hr,Sqrt.Precipitation.over.upload.maslowski.Sum..72hr,Sqrt.Precipitation.over.upload.maslowski.Sum..120hr,log.Whittlesey_Discharge_Mean_1,log.Whittlesey_Discharge_Mean_2,log.Whittlesey_Discharge_Mean_6,log.Whittlesey_Discharge_Mean_12,log.Whittlesey_Discharge_Mean_24,log.Whittlesey_Discharge_Mean_48,log.Whittlesey_Discharge_Mean_72,log.Whittlesey_Discharge_Mean_120,log.Whittlesey_Discharge_Min_1,log.Whittlesey_Discharge_Min_2,log.Whittlesey_Discharge_Min_6,log.Whittlesey_Discharge_Min_12,log.Whittlesey_Discharge_Min_24,log.Whittlesey_Discharge_Min_48,log.Whittlesey_Discharge_Min_72,log.Whittlesey_Discharge_Min_120,log.Whittlesey_Discharge_Max_24,yday,log.beach_TurbidityBeach
6/8/2011 9:35,105.8,0,0.031060714,0.015552574,0.011375818,0.011205944,0.007434088,0.043076445,11.863267,11.239852,9.70817642,9.947276708,10.54836581,10.83941791,10.64499369,10.90210413,0.006120373,0.005971577,0.004486411,0.009619447,0.032548273,-0.50367608,-0.92441354,0.528219803,1.597199818,-1.397094695,-2.2617878,-1.3660067,-0.548052491,-1.340949395,0.224238431,0.623415,1.421650056,1.462268379,1.284926794,1.707595699,2.08494842,2.476984147,0,0,0,0,0,2.501979117,2.501979117,2.588029783,0,0,0,0,0,2.090602533,2.090602533,2.232666977,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.275080898,1.271702238,1.272931779,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.255272505,1.255272505,1.255272505,1.278753601,159,0.559906625
6/9/2011 8:50,89.9,0,0.028868712,0.039886391,0.021292294,0.020177205,0.006781399,-0.002192002,7.6539392,7.4175016,7.09620242,6.95173428,10.29460439,10.42343989,10.64264258,10.90922626,0.8414784,0.838398,0.866543773,0.904098427,0.640076861,-3.668795,-3.760336,-3.44980945,-3.91163405,-2.891095901,3.357036,3.164962,3.42157738,4.1553271,0.865181262,0.236437601,0.329530171,0.517050977,3.616042086,2.717593365,2.519570342,2.864735017,0,0,0,0,0,0,2.501979117,2.501979117,0,0,0,0.13137405,0.13137405,0.13137405,2.094726257,2.094726257,1.255272505,1.255272505,1.255995727,1.263636069,1.263162465,1.271027994,1.271144318,1.269793044,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.278753601,160,0.678518379
6/12/2011 9:06,106.5,0,-0.05483715,-0.027983805,0.002711555,-0.003513198,-0.003625055,-0.030919155,11.188328,9.658393,7.22406655,6.58382803,8.548133542,7.535900788,7.429810964,8.590717033,0,0,0,0,0.149632869,2.641103,3.008318,3.69137087,3.84147436,1.18512222,-2.486565,-1.5219918,-1.05098599,-0.576450271,-0.097995661,1.529935,1.984372664,1.589483214,2.814712823,2.264346743,1.966281734,2.709293547,0,0,0,0,0,0.584136037,0.586578053,0.586578053,0,0,0,0,0,0.578827036,0.975171261,0.983980756,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255320757,1.254862144,1.261334254,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.255272505,163,0.662757832
6/13/2011 9:20,107.5,0,-0.029111098,-0.032406676,0.004709727,-0.004863614,-0.002272832,-0.003869302,13.218453,11.250779,8.77089712,8.564491725,12.0133907,10.28076212,9.028397424,8.88372201,0,0,0,0,0.006969579,0.8597321,1.8417686,3.07965098,3.41610511,0.99819275,-0.5755502,-0.6765389,-0.724360138,-0.45657419,-0.115918926,1.967674,2.123048526,1.527919061,4.170993043,3.957511517,3.697611507,3.461229561,0,0,0,0,0,0,0.584136037,0.586578053,0,0,0,0,0,0,0.578827036,0.983980756,1.255272505,1.255272505,1.255272505,1.255272505,1.249931757,1.25265889,1.253556067,1.255465482,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,164,0.575187845
6/14/2011 11:09,108.6,0,-0.005367407,-0.001931702,-0.00900967,-0.00528651,0.001699824,-0.026001954,12.097683,13.660188,12.243873,10.12799437,10.89093635,11.47965365,10.64911321,9.146655335,0,0,0.041201359,0.100889934,0.050444967,3.8669095,0.7101116,0.72032278,1.59524912,-0.064096467,3.1605592,2.093468,1.28563102,0.92477074,0.468013416,1.5625045,2.72099302,2.860692935,2.775951914,3.605512848,3.643492844,3.425275927,0,0,0,0.473098457,0.473098457,0.473098457,0.473098457,0.753588722,0,0,0,0.565497685,0.565497685,0.565497685,0.565497685,1.127273977,1.255272505,1.255272505,1.255272505,1.255272505,1.247482261,1.24873323,1.25093207,1.252416091,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,165,0.6599162
6/15/2011 8:46,108.5,0,-0.024947638,-0.019983306,0.005745946,0.000470591,0.002305367,-0.001296458,9.553628,10.456596,10.344793,10.5739484,11.78759448,11.30126477,11.5104439,9.884946328,0.612841,0.766947115,0.603570947,0.337290001,0.169396282,-1.4065151,-1.510611,1.0507671,1.52212699,1.14692303,1.9289272,1.39273051,2.39370672,2.291151185,2.842779122,0.902968502,0.579642985,0.819305968,1.620016913,2.236162775,3.034318567,3.380454328,0.411706862,0.665935838,0.923528386,0.923528386,0.923528386,1.037654485,1.037654485,1.191973423,0.248936162,0.601288735,1.047094644,1.047094644,1.047094644,1.190039842,1.190039842,1.444102535,1.255272505,1.255272505,1.255272505,1.255272505,1.250663919,1.249027053,1.249369595,1.251759855,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,166,0.605305046
6/20/2011 9:47,112.4,-4,0.01430882,-0.000385368,-0.004395051,-0.001153766,0.007162381,0.00292825,9.997529,9.9147515,8.76158492,8.22007418,8.758516333,9.146362719,9.358539146,9.647764425,0.87355834,0.931340455,0.974120985,0.981085976,0.990542988,-3.4127773,-3.666316,-2.572198907,-1.89932432,-3.371568168,0.65411369,0.542189125,1.58642775,1.358764296,0.947812912,0.0827775,1.032951023,1.004314089,1.129680841,1.138066085,1.201404278,1.146777932,0,0,0,0,1.036417435,3.721912104,4.142338252,5.110308159,0,0,0,0,0.703529601,3.59685382,4.200303737,5.119656552,1.380211242,1.383815366,1.409425869,1.441066407,1.535926741,1.484769478,1.424293472,1.371843355,1.380211242,1.380211242,1.380211242,1.380211242,1.380211242,1.278753601,1.255272505,1.255272505,1.770852012,171,0.579783597
6/21/2011 10:30,114.8,1,0.03002116,0.033148208,0.004826941,0.008143822,0.007907435,-0.025955387,9.228948,9.1694685,9.7189303,9.15511425,9.631182188,9.192366406,9.304459583,9.540288608,0.89617205,0.895878795,0.852665042,0.794059899,0.748683432,-5.269856,-5.401423,-4.18552472,-3.08151813,-3.85635341,7.031134,6.6403605,4.5733431,3.82978426,2.743921879,0.0594795,0.958361751,1.0772144,1.000578156,1.150220497,1.114086766,1.117993409,0.690108593,1.740633755,2.368683368,2.368683368,2.368683368,2.585502272,4.411721955,4.771753042,0.77399845,1.543893941,2.34140744,2.34140744,2.34140744,2.444819564,4.291799879,4.808819011,1.369215857,1.359835482,1.348110068,1.354492601,1.364738555,1.450649337,1.448999872,1.387300822,1.361727836,1.342422681,1.342422681,1.342422681,1.342422681,1.342422681,1.278753601,1.255272505,1.397940009,172,1.247973266
6/22/2011 8:55,114.4,0,0.02836982,0.028943579,0.017129973,0.016136338,0.020394541,-0.007905436,7.8501525,8.23604275,8.74920967,9.293856792,9.785303354,9.750125146,9.424741833,9.516791729,0.94302136,0.97151068,0.977253248,0.986817938,0.917494206,-6.134209,-5.21155565,-5.52442483,-5.35696075,-5.574400208,3.688804,4.1484184,4.54540573,4.53679862,4.742046342,0.38589025,0.511108673,0.671675353,0.995182782,0.999042292,1.14766423,1.141898301,1.505085114,1.789448546,1.83818041,2.00099197,4.045312632,4.352632459,4.475456167,6.008691664,1.397580409,1.63652623,1.717179261,2.252919911,3.946927196,4.321668033,4.378557809,6.026555076,1.599883072,1.593286067,1.592398846,1.621695462,1.558684576,1.472697955,1.500894829,1.443763507,1.591064607,1.579783597,1.579783597,1.579783597,1.342422681,1.342422681,1.342422681,1.255272505,1.672097858,173,1.096910013
6/23/2011 7:12,131,-4,0.035334427,0.003881592,0.003054678,0.005453538,0.01486447,0.006964607,7.358885,7.3502625,7.2487976,7.22669845,7.684642454,8.792818748,9.089156214,9.107398358,0.9411415,0.941655375,0.945988218,0.960140347,0.970281284,-5.325414,-4.6920254,-4.70749047,-4.60732595,-4.568215854,1.457816,1.5048693,2.07159003,2.05063574,3.35003744,0.0086225,0.142193637,0.150213452,0.797636726,1.404066559,1.346333429,1.271101539,1.001075472,1.129290605,1.129290605,1.129290605,3.152653444,5.135561258,5.159394525,6.45867518,1.561384418,1.680210255,1.681562079,1.681562079,3.228737975,5.156115418,5.210406174,6.433111631,1.531478917,1.536558443,1.553761698,1.600972896,1.727256514,1.644911034,1.570846373,1.536974863,1.531478917,1.531478917,1.531478917,1.531478917,1.531478917,1.342422681,1.342422681,1.278753601,2.021189299,174,0.591064607
6/27/2011 9:04,106.2,0,0.030965783,0.012685169,0.001340595,0.001542734,0.002026258,0.033699371,13.2367525,13.0835778,12.2733109,12.0179865,12.8558326,13.58579628,13.11203009,11.42826467,0.49311912,0.25735474,0.085784914,0.142984603,0.201033467,3.4834926,3.3373648,3.2648435,3.2143082,3.0340839,2.024218,1.9389726,1.73365093,1.626808054,1.123034853,0.15317475,0.703404191,0.851354355,1.257013249,2.751568342,2.540406149,3.020969369,0,0,0,0,0,0,0,2.68531198,0,0,0,0.081059157,0.081059157,0.081059157,0.081059157,2.629597101,1.230448921,1.230448921,1.230448921,1.230448921,1.232487866,1.249834042,1.288338669,1.467001001,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.255272505,178,0.46686762
6/28/2011 8:54,108.4,0,-0.02411112,-0.004275966,-0.003670597,-0.003357399,0.000679889,-0.055076903,14.358034,12.812739,11.017574,10.7170868,11.67843965,12.25425709,12.94850049,12.18303128,0.35838476,0.4057918,0.496617618,0.687161188,0.680400811,-1.8426011,-1.0913872,0.12831138,0.476573276,1.606601859,-4.810287,-5.1615655,-5.09570332,-5.64960271,-3.926722628,1.545295,1.556762657,1.200655209,1.472567375,1.484470431,2.564757197,2.478914708,0,0,0,0.340153689,1.402564011,1.402564011,1.402564011,1.932828057,0,0,0,0.05057182,1.278766088,1.281332625,1.281332625,1.47756053,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.231724383,1.243633245,1.345138383,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,179,0.819543936
6/29/2011 9:20,106.5,0,0.026595328,0.014439535,0.00408449,0.005755151,0.004218662,0.022030788,13.513023,13.27856,10.0978782,9.974095192,13.13314614,12.42739465,12.5702073,12.83817592,0,0,0.36758575,0.225126853,0.237104197,-1.013087,-0.79812645,1.4956362,2.14894388,0.060876283,1.012035,1.041543,0.45950812,0.655773738,0.275566338,0.234462499,2.342722056,1.729721108,3.599198643,2.854508328,2.449414258,2.691464159,0,0,0,0,0,1.402564011,1.402564011,1.402564011,0,0,0,0,0,1.278766088,1.281332625,1.281332625,1.230448921,1.230448921,1.230448921,1.230448921,1.229937686,1.230193379,1.230831953,1.265336778,1.230448921,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,180,0.522444234
6/30/2011 10:40,110.1,0,0.018050555,0.008921276,0.007112351,0.008645112,0.006143505,0.009604894,12.288591,12.249866,11.600934,10.98129246,12.30353298,12.70275941,12.38777266,12.86671414,0.4312721,0.5329134,0.411760088,0.214578384,0.109442977,2.003601,2.573833,3.1358896,1.636216525,-0.696657475,4.232165,3.437765,2.81479743,2.38633715,1.484717736,0.038725501,0.661876381,1.159706905,1.940603546,2.911930011,2.587691289,2.71846152,0,0,0,0,0,0,1.402564011,1.402564011,0,0,0,0,0,0,1.242532788,1.281332625,1.230448921,1.230448921,1.230448921,1.229937686,1.222456337,1.226084116,1.22757822,1.23578087,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,181,0.568201724
7/4/2011 8:50,112.5,0,-0.01980783,0.001229866,-0.001677351,0.000612536,-0.001173724,-0.005652198,14.595202,14.12502,13.202888,13.6417926,16.687189,15.3186435,14.8066755,14.07348868,0.009574685,0.063282888,0.04601539,0.023007695,0.011503848,3.55978,3.4516436,3.4624876,3.4052137,1.404547501,-0.516701,-0.53100553,-1.03327893,-0.812788211,-0.662446483,0.4701815,0.725375146,0.83754112,3.358970227,3.343392198,2.981413532,2.671665477,0,0,0,0,0,0,3.214455182,3.214455182,0,0,0,0,0,0,2.843265349,2.843265349,1.230448921,1.230448921,1.230448921,1.227886705,1.220369632,1.223755454,1.228040865,1.225825991,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,185,0.482873584
7/5/2011 9:03,111.4,0,0.004168342,0.009108682,-0.002901616,-9.80E-05,-0.001078474,0.005671592,15.145181,14.586262,13.836839,14.35286588,15.84361456,16.24129593,15.51512816,14.78300219,0,0.010866329,0.062668983,0.157083122,0.082182307,3.465813,3.1693502,3.04948762,3.70656149,3.97050495,0.08059364,-0.094975585,-0.899045028,-0.937455323,-1.612313635,0.558919,0.741655291,1.600529541,1.979408573,2.79102206,2.963650572,2.589268175,0,0,0,1.03282293,1.03282293,1.03282293,1.03282293,3.376306463,0,0,0,1.40109327,1.40109327,1.40109327,1.40109327,3.169735035,1.230448921,1.230448921,1.230448921,1.227115083,1.218797998,1.219584526,1.22214397,1.225102426,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,186,0.382017043
7/6/2011 8:35,113.3,0,0.017278468,0.006817379,0.001905165,0.001446775,-0.001407281,0.013110126,13.071042,12.213771,11.9561772,13.07543062,16.46789785,16.16180773,16.33693482,15.34872839,0,0,0,0.08259274,0.107719386,3.016059,3.0953181,3.04943815,2.324501994,1.936373193,-0.4526999,-0.75067275,-0.34617992,-1.777435265,-1.967950906,0.857271001,0.625124903,1.352265277,4.237985011,3.320573773,3.342609676,3.191318234,0,0,0,0,0,1.03282293,1.03282293,3.376306463,0,0,0,0,0,1.40109327,1.40109327,3.169735035,1.222716471,1.225309282,1.228400359,1.2219356,1.216957207,1.217747073,1.21861427,1.22393702,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,187,0.424881637
7/7/2011 9:30,107.2,0,-0.009068806,-0.00985545,0.000735092,8.05E-05,0.000119776,-0.01790132,13.793959,13.617182,13.162244,13.3728341,16.0243503,16.29529132,16.1447324,15.82719343,0.40722138,0.51671222,0.37704214,0.19514152,0.108291177,3.018398,3.1698088,2.80900907,3.08436811,1.16158466,-0.9476648,-1.3576975,-1.4760604,-1.088816212,-0.34023514,0.176777,0.349765077,0.492298195,3.172942387,3.750810814,3.27573044,3.32316786,0.674990993,1.063107234,1.105011235,1.105011235,1.105011235,1.105011235,1.512538606,1.512538606,0.536568523,0.816147009,0.90301562,0.90301562,0.90301562,0.90301562,1.666883187,1.666883187,1.230448921,1.230448921,1.227886705,1.218797998,1.211921084,1.214048679,1.215663996,1.218955418,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,188,0.525044807
7/11/2011 9:01,97.7,-2,-0.002067689,-0.006532462,0.000907708,0.002071331,0.00062834,-0.010287438,15.594029,15.312052,14.745994,14.8047478,17.9690408,16.57474118,16.20562722,16.03757728,0.1035524,0.14654077,0.142602968,0.342473788,0.267989493,2.1988842,1.7090126,2.77423732,2.96710803,1.602990391,-3.3681441,-3.526262,-2.5087097,-1.642261911,-1.165455309,0.281977001,0.549353359,0.55033605,3.741590315,3.030478452,2.941060627,2.874619422,0,0,0,4.340338132,4.340338132,4.359492944,4.359492944,4.911965378,0,0,0,3.819279945,3.824535197,3.83635281,3.845714511,4.270020315,1.230448921,1.230448921,1.245018871,1.256717746,1.234517284,1.228400359,1.226728757,1.223106381,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.342422681,192,0.033423755
7/12/2011 9:08,105.7,0,0.012930114,0.000817007,0.004088176,0.001927567,-0.000758879,0.002186407,16.336987,16.095267,14.1592462,14.48935871,17.90182498,17.93543289,17.01710244,16.41307221,0.33150476,0.24580356,0.190340834,0.134418527,0.081449885,-1.606195,-1.883176,0.54988553,0.227465058,0.332200563,-2.973966,-3.189942,-3.05531022,-3.7866258,-3.81417542,0.241719999,1.480999047,1.193350448,3.902160757,3.82286644,3.404338351,3.138367142,0,0,0,0,0,4.340338132,4.359492944,4.786058299,0,0,0,0,0,3.824535197,3.83635281,4.173444175,1.230448921,1.230448921,1.230448921,1.230448921,1.224533063,1.229425848,1.227063592,1.225619381,1.230448921,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,193,0.964730921
7/13/2011 8:51,105.2,0,0.002673571,0.009397804,0.007743491,0.005473479,0.00182484,-0.010256543,14.073275,13.210745,13.493162,14.7923419,16.502289,17.18657868,17.4641819,16.62078228,0.7331455,0.734451125,0.624705668,0.565831394,0.57121824,-2.0684528,-2.9869714,-3.83320612,-3.93317634,-3.21031234,2.8942832,3.5509406,3.44197652,2.670317107,1.180362786,0.862529999,0.570430965,1.532339055,2.112382173,3.220593661,3.416893157,3.096082709,0,0,0,0,0,0,4.340338132,4.359492944,0,0,0,0,0,0,3.824535197,3.845714511,1.230448921,1.230448921,1.230448921,1.227886705,1.219584526,1.2219356,1.226187323,1.224843717,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,194,0.294466226
7/14/2011 14:17,103.1,-1,0.017056072,0.004031668,0.002975619,0.002244227,0.001403542,0.002537985,16.372698,15.683914,14.454024,13.2725142,13.4693616,14.614777,15.49228917,16.17630327,0.40751687,0.35817868,0.36801791,0.274235308,0.157852907,0.6225283,1.7496542,2.69862462,2.80587848,0.976067304,3.142458,2.389244,0.981831191,0.402358529,1.175071177,0.6887845,1.095223935,1.47345951,1.666361645,2.182754929,2.922906325,3.2172574,0.222156222,0.222156222,1.328690922,1.36339441,1.36339441,1.36339441,1.36339441,4.549437264,0.422789806,0.422789806,1.3134078,1.476767341,1.476767341,1.476767341,1.476767341,4.099745266,1.212187604,1.220108088,1.22685757,1.226084116,1.216165902,1.216957207,1.21869302,1.222638447,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,195,0.350248018
7/18/2011 9:57,106.4,0,0.016468994,-0.004618348,-0.000652769,-0.001381562,0.000710987,0.01388367,20.897793,20.512604,18.0574933,17.7875072,19.5927815,19.5918887,18.42179549,16.70283749,0.412405,0.3069101,0.191386435,0.157977248,0.211977799,-2.810343,-1.28108038,1.22471226,1.954353044,1.729724601,2.828678,2.5566923,0.343800677,0.089243363,0.192803972,0.38518901,1.769385039,1.41927648,2.419185384,2.682557383,2.780139457,3.157259669,0,0,0,0,1.054142866,1.054142866,1.249809007,2.011972923,0,0,0,0,1.671708291,1.671708291,1.955049082,2.553679097,1.230448921,1.230448921,1.230448921,1.230448921,1.221414238,1.220108088,1.223366126,1.222352239,1.230448921,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,199,0.170261715
7/19/2011 9:32,105.2,1,0.015230995,0.004017595,-0.001008968,-0.000278406,0.000403312,0.010497544,21.332176,20.023522,18.1582128,18.2990259,20.1942277,19.8935046,19.79266838,18.04303014,0,0.16113676,0.410468435,0.285576713,0.197389203,-1.0358344,-0.0126882,1.96269962,2.3785261,0.757760068,-0.29162135,-1.43369468,-0.25238558,-0.310146652,-0.303190163,1.3086535,1.534118066,1.129769785,2.576600451,2.517160757,2.662891471,3.056756179,0,0,0,0,1.605154572,1.920348505,1.920348505,2.299733048,0,0,0,0,1.345217659,2.14574443,2.14574443,2.592964915,1.227886705,1.230448921,1.226084116,1.216429831,1.213252052,1.217220656,1.217878578,1.222404291,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,200,-0.026872146
7/20/2011 9:20,103.9,0,-0.017931111,-6.63E-05,-0.005780033,-0.003657556,-0.002263118,-0.010122474,20.714493,20.711114,19.8001928,19.116931,19.9360525,20.0651401,19.90768725,19.07913333,0.005640627,0.284037084,0.198340006,0.201590281,0.15979862,0.2134354,-0.4460438,3.18592445,3.73690222,2.85405541,4.560647,5.013129,3.163554025,1.377968875,0.560318451,0.003379,0.649410668,0.877163197,1.616312299,2.154606989,2.257274823,2.672560068,0,0,0,1.994393417,2.485817954,2.959022153,3.141182784,3.212138643,0,0,0,1.725795788,2.415796447,2.765082824,3.231144013,3.386428787,1.230448921,1.230448921,1.230448921,1.230448921,1.224274014,1.218797998,1.219689289,1.221570712,1.230448921,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,201,0.10720997
7/21/2011 11:40,94.1,-1,-0.014519038,-0.008254798,-0.015183864,-0.010383478,-0.004591928,-0.018814571,18.93375,18.63522,18.015429,18.3995075,20.140383,19.9946029,20.06614897,19.94836188,0.001445392,0.001448414,0.00073276,0.104526177,0.063332909,2.8685413,2.7246522,3.07748653,3.0775168,4.5271547,-5.2677015,-5.79819525,-4.94171357,-4.74705995,-2.463390932,0.298525,0.500298936,0.703049469,2.069573033,1.827945324,2.113365226,2.360257196,0,0,0,0,0,2.485817954,2.959022153,3.141182784,0,0,0,0,0,2.415796447,2.765082824,3.231144013,1.204119983,1.209515015,1.22297645,1.217747073,1.211921084,1.218010043,1.216693599,1.217931169,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.204119983,1.230448921,202,0.780317312
7/22/2011 9:46,98.7,0,-2.10E-05,0.002881973,-0.00261374,-0.002321227,-0.004785796,0.001969555,18.773947,18.530678,17.2957967,17.5634548,18.6288778,19.4793898,19.63161069,19.73636827,0.001569312,0.117506166,0.350429214,0.305786708,0.153811269,3.483015,3.8502811,4.08057728,4.18631327,3.92333947,-1.767487,-1.462847,-0.991261445,-1.238879514,-2.724163118,0.2432685,0.897819141,0.84448144,1.310161688,1.907638988,1.828447947,2.134674137,0,0,0,0.39552048,0.39552048,0.39552048,2.517087076,3.165985744,0,0,0,0.326884544,0.326884544,0.326884544,2.437811719,3.247636855,1.230448921,1.230448921,1.230448921,1.223755454,1.214313897,1.213783299,1.217299659,1.21732599,1.230448921,1.230448921,1.230448921,1.204119983,1.176091259,1.176091259,1.176091259,1.176091259,1.230448921,203,0.301029996
7/25/2011 7:10,99.2,1,-0.030931091,-0.011351148,-0.005398664,-0.00595564,-0.005474673,-0.008836215,15.925385,15.957856,15.777964,15.6259442,16.6194226,15.107189,16.69020253,17.84221802,0.33783716,0.3583307,0.299074237,0.1562858,0.310914819,4.683671,5.1537355,4.57059783,4.21398226,1.294955391,-2.680987,-3.211664,-2.13504413,-1.432778042,-0.973942955,0.0324705,0.23224799,0.473610856,1.746677686,1.99881703,3.323666723,3.174964185,0,0,0,0,0,3.899795559,3.899795559,3.919801251,0,0,0,0,0,3.998177323,3.998177323,4.011517844,1.235528447,1.23299611,1.23350376,1.232233521,1.237040791,1.263659735,1.247457696,1.234289447,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.176091259,1.255272505,206,0.505149978
7/26/2011 17:35,96.8,0,-0.014080526,0.000921328,-0.003743789,-0.002321611,0.000473053,-0.04352192,20.029638,19.944431,19.248838,17.6533587,17.1270964,17.3120031,16.49853576,17.13836263,0,0,0.007284835,0.003642418,0.095068004,-2.749583,-2.9549406,-2.34999132,-0.68832127,-0.0114482,0.5442658,0.46546056,1.01604567,0.344671893,-1.131236618,0.085207,0.582660329,2.216549601,2.561779923,2.447616687,2.603311651,2.998963739,0,0,0,0,0,0,0.123313548,3.919801251,0,0,0,0,0,0,0.306763438,4.011517844,1.230448921,1.230448921,1.230448921,1.230704314,1.230448921,1.231214648,1.237543738,1.239224378,1.230448921,1.230448921,1.230448921,1.230448921,1.230448921,1.204119983,1.204119983,1.176091259,1.255272505,207,0.729974286
7/27/2011 11:30,96.1,-1,-0.005739323,0.00797589,0.005079717,0.003130843,-0.000136653,-0.022338792,16.547222,16.47961,15.910419,15.3949394,16.6705639,17.0281819,16.98527085,16.78113229,0.7567195,0.80464045,0.754238055,0.562538209,0.283090313,3.824415,4.20563,4.36602813,3.76513442,1.57811082,1.038274,0.610644,1.2129052,0.637213988,0.876701449,0.0676115,0.577827437,0.718423236,2.036888198,2.536905774,2.276807278,3.020881623,0,0,1.658311038,3.326027616,3.326027616,3.326027616,3.326027616,5.125511204,0.292316257,0.292316257,1.697202501,3.578260699,3.578260699,3.578260699,3.578260699,5.365572806,1.278753601,1.278753601,1.303627976,1.272769587,1.252124553,1.24144686,1.238623105,1.245142373,1.278753601,1.278753601,1.278753601,1.230448921,1.230448921,1.204119983,1.204119983,1.204119983,1.342422681,208,0.50242712
