dates,logEC,beachEColiValue,jday,beachSc,LOGbeachTurbidityBeach,beachTurbidityBeach,tribNeshotaNorthStormWaterOutfallWaterElevation,tribNeshotaSouthStormWaterOutfallWaterElevation,DiffHeightabovesealevelmover24hr14120,MaxHeightabovesealevelmover1hr14120,MaxHeightabovesealevelmover24hr14120,MeairtempCover120hr14120,MeairtempCover12hr14120,MeairtempCover1hr14120,MeairtempCover24hr14120,MeairtempCover2hr14120,MeairtempCover48hr14120,MeairtempCover6hr14120,MeairtempCover72hr14120,MeanCloudcoverover12hr14120,MeanCloudcoverover1hr14120,MeanCloudcoverover24hr14120,MeanCloudcoverover2hr14120,MeanCloudcoverover48hr14120,MeanCloudcoverover6hr14120,MeanHeightabovesealevelmover1hr14120,MeanHeightabovesealevelmover24hr14120,MinHeightabovesealevelmover1hr14120,MinHeightabovesealevelmover24hr14120,StDewindtempCover120hr14120,StDewindtempCover12hr14120,StDewindtempCover24hr14120,StDewindtempCover2hr14120,StDewindtempCover48hr14120,StDewindtempCover6hr14120,StDewindtempCover72hr14120,MeanSeaWaterTemperatureCover1hrX141Y20Sigma0,MeanSeaWaterTemperatureCover2hrX141Y20Sigma0,MeanSeaWaterTemperatureCover6hrX141Y20Sigma0,StDevSeaWaterTemperatureCover6hrX141Y20Sigma0,StDevSeaWaterTemperatureCover12hrX141Y20Sigma0,MeanSeaWaterTemperatureCover12hrX141Y20Sigma0,MeanSeaWaterTemperatureCover24hrX141Y20Sigma0,StDevSeaWaterTemperatureCover24hrX141Y20Sigma0,MeanSeaWaterTemperatureCover48hrX141Y20Sigma0,StDevSeaWaterTemperatureCover48hrX141Y20Sigma0,MeanSeaWaterTemperatureCover72hrX141Y20Sigma0,StDevSeaWaterTemperatureCover72hrX141Y20Sigma0,MeanSeaWaterTemperatureCover120hrX141Y20Sigma0,StDevSeaWaterTemperatureCover120hrX141Y20Sigma0,sqrtradarprecipneshtahSum1hr,sqrtradarprecipneshtahSum2hr,sqrtradarprecipneshtahSum6hr,sqrtradarprecipneshtahSum12hr,sqrtradarprecipneshtahSum24hr,sqrtradarprecipneshtahSum48hr,sqrtradarprecipneshtahSum72hr,sqrtradarprecipneshtahSum120hr,sqrtradarprecipPointBeachesSum1hr,sqrtradarprecipPointBeachesSum2hr,sqrtradarprecipPointBeachesSum6hr,sqrtradarprecipPointBeachesSum12hr,sqrtradarprecipPointBeachesSum24hr,sqrtradarprecipPointBeachesSum48hr,sqrtradarprecipPointBeachesSum72hr,sqrtradarprecipPointBeachesSum120hr,sqrtradarprecipManitowocRSum1hr,sqrtradarprecipManitowocRSum2hr,sqrtradarprecipManitowocRSum6hr,sqrtradarprecipManitowocRSum12hr,sqrtradarprecipManitowocRSum24hr,sqrtradarprecipManitowocRSum48hr,sqrtradarprecipManitowocRSum72hr,sqrtradarprecipManitowocRSum120hr,logMRQmean1,logMRQmean2,logMRQmean6,logMRQmean12,logMRQmean24,logMRQmean48,logMRQmean72,logMRQmean120,MRQmax24,MRQmin1,MRQmin2,MRQmin6,MRQmin12,MRQmin24,MRQmin48,MRQmin72,MRQmin120,MRQdifference6,logKRQmean1,logKRQmean2,logKRQmean6,logKRQmean12,logKRQmean24,logKRQmean48,logKRQmean72,logKRQmean120,KRQmax24,KRQmin1,KRQmin2,KRQmin6,KRQmin12,KRQmin24,KRQmin48,KRQmin72,KRQmin120,KRQdifference6,parvwater(surface)Mean1hr,parvwater(surface)Mean2hr,parvwater(surface)Mean6hr,parvwater(surface)Mean12hr,parvwater(surface)Mean24hr,parvwater(surface)Mean48hr,parvwater(surface)Mean72hr,parvwater(surface)Mean120hr,perpvwater(surface)Mean1hr,perpvwater(surface)Mean2hr,perpvwater(surface)Mean6hr,perpvwater(surface)Mean12hr,perpvwater(surface)Mean24hr,perpvwater(surface)Mean48hr,perpvwater(surface)Mean72hr,perpvwater(surface)Mean120hr,parvwater(depth-ave)Mean1hr,parvwater(depth-ave)Mean2hr,parvwater(depth-ave)Mean6hr,parvwater(depth-ave)Mean12hr,parvwater(depth-ave)Mean24hr,parvwater(depth-ave)Mean48hr,parvwater(depth-ave)Mean72hr,parvwater(depth-ave)Mean120hr,perpvwater(depth-ave)Mean1hr,perpvwater(depth-ave)Mean2hr,perpvwater(depth-ave)Mean6hr,perpvwater(depth-ave)Mean12hr,perpvwater(depth-ave)Mean24hr,perpvwater(depth-ave)Mean48hr,perpvwater(depth-ave)Mean72hr,perpvwater(depth-ave)Mean120hr,parwindMean1hr,parwindMean2hr,parwindMean6hr,parwindMean12hr,parwindMean24hr,perpwindMean1hr,perpwindMean2hr,perpwindMean6hr,perpwindMean12hr,perpwindMean24hr,parwaveheightMean1hr,parwavedirMean1hr,perpwaveheightMean1hr,perpwavedirMean1hr,parwaveheightMean2hr,parwavedirMean2hr,perpwaveheightMean2hr,perpwavedirMean2hr,parwaveheightMean6hr,parwavedirMean6hr,perpwaveheightMean6hr,perpwavedirMean6hr,parwaveheightMean12hr,parwavedirMean12hr,perpwaveheightMean12hr,perpwavedirMean12hr,parwaveheightMean24hr,parwavedirMean24hr,perpwaveheightMean24hr,perpwavedirMean24hr
40393.41111,1.948412966,88.8,215,288,0.705007959,5.07,16.23,18.02,0.01211,-0.006805,0.005305,22.084113,22.935327,23.378906,23.334216,23.289406,22.894047,22.910032,22.232854,0.506705,0.172642,0.457448,0.318989,0.308777,0.604628,-0.006805,-0.003643,-0.006805,-0.009176,1.154456,0.25003,0.618663,0.0895,0.674805,0.279606,1.130141,10.677552,10.677552,10.844417,0.166864,0.212541,11.017729,12.389389,1.625326,13.924476,1.935094,14.289338,1.665547,14.101283,1.669514,0,0,0,0,0,0,0.401993781,3.075902632,0,0,0,0,0,0,0.085410772,3.473952072,0,0,0,0,0.437547712,0.84893816,0.859713906,1.901452866,3.183981219,3.185046102,3.184573143,3.186579671,3.189806024,3.198026719,3.206263537,3.222548486,1580,1520,1520,1510,1510,1510,1510,1510,1510,0,1.924279286,1.928139707,1.937016107,1.949288334,1.972501757,2.037322726,2.028551485,1.991087567,107,84,84,84,84,84,84,79,72,-4,0.031587956,0.028265993,0.032519271,0.055221195,0.083637711,0.100625644,0.075394695,0.063693551,0.023353686,0.023596753,0.029656673,0.03945023,0.038569329,0.027967334,0.016204571,0.014294477,0.009971748,0.010011924,0.012418328,0.016770837,0.02245384,0.033412806,0.029291382,0.023348448,-0.001030519,-0.001053068,-0.000451943,0.000513211,0.001671905,0.001046699,-0.001111214,-0.001926668,4.5067886,4.5671445,4.50859332,4.61832069,4.952691396,0.64106601,0.947818305,1.45907114,0.176820407,-1.641096576,0.23098274,0.80107718,-0.17258921,-0.59856107,0.24389367,0.807187145,-0.1781561,-0.590204845,0.273504225,0.721808958,-0.26861839,-0.670607017,0.253664548,0.581564693,-0.372588971,-0.783638122,0.301028146,0.579313845,-0.428871709,-0.794551422
40394.41875,1.808885867,64.4,216,302,0.935003151,8.61,16.21,18,-0.00212,-0.001217,0.002909,22.386365,23.426219,23.869051,23.541928,23.717181,23.451588,23.328451,23.136478,0.028135,0,0.173346,0,0.319117,0.011668,-0.001217,-0.005459,-0.001217,-0.011001,1.241387,0.268703,0.28658,0.15187,0.499154,0.313857,0.647761,9.432274,9.432274,9.131047,0.301227,1.005987,9.917035,11.238441,1.520787,11.560364,1.435606,12.854723,2.184415,13.684509,1.995235,0,0,0.328225532,0.328225532,0.328225532,0.328225532,0.328225532,3.093365481,0,0,0.480392548,0.480392548,0.480392548,0.480392548,0.480392548,3.498462805,0,0.174882818,0.226338242,0.239939576,0.239939576,0.364421459,0.88219499,1.914560002,3.167317335,3.167686476,3.169282472,3.171299748,3.174580668,3.182185722,3.190263591,3.20640419,1550,1460,1460,1460,1460,1460,1460,1460,1460,-30,1.8162413,1.817895757,1.827961285,1.839373284,1.866594978,1.922146748,1.986865001,1.973589623,84,64,64,64,64,64,64,64,64,-5,0.03457593,0.033184638,0.036022742,0.065377093,0.093955353,0.086858913,0.098299334,0.073785829,0.01046308,0.011820403,0.013482226,0.027438284,0.011672542,0.024289576,0.022777961,0.010884173,0.015857552,0.017208081,0.0238522,0.034370093,0.035544933,0.028557823,0.033910366,0.028008995,-0.007667854,-0.007552826,-0.007383136,-0.007015707,-0.004404407,-0.001469238,-0.000733541,-0.002269408,3.2074492,3.0892814,1.54423412,2.317563977,3.127681142,2.9130177,3.2378435,4.08581158,3.095787872,-1.017155612,0.1075578,0.72875456,0.1010668,0.68477499,0.084992346,0.615869945,0.10416841,0.77453497,0.081533076,0.601242585,0.096615424,0.717571653,0.125439253,0.60128967,-0.078468107,-0.008232132,0.202078465,0.561710061,-0.288112894,-0.424716342
40395.42708,0,1,217,323,0.245512668,1.76,16.23,18.02,0.012223,-0.011801,0.003147,22.826599,22.70981,23.539576,23.730569,23.352975,23.636248,22.624033,23.544582,0.035691,0.011619,0.034377,0.00581,0.103861,0.057397,-0.011801,-0.004928,-0.011801,-0.011801,1.21798,0.472245,1.170519,0.186601,0.857332,0.573908,0.800065,9.502195,9.502195,9.570832,0.068637,0.779351,10.163024,11.577574,1.626037,11.408008,1.583398,11.566101,1.501791,13.044005,2.163021,0,0,0,0,0,0.328225532,0.328225532,0.328225532,0,0,0,0,0,0.480392548,0.480392548,0.480392548,0,0,0,0,0,0.239939576,0.364421459,0.88219499,3.148448404,3.148448404,3.150116548,3.151842097,3.1570095,3.165883942,3.173954752,3.190448428,1490,1400,1400,1390,1390,1390,1390,1390,1390,-20,1.748188027,1.748188027,1.752048448,1.758091456,1.77708325,1.824374619,1.879277748,1.958243588,66,56,56,56,56,56,56,56,56,-1,0.06491335,0.06407535,0.044777761,0.038500639,0.042430466,0.06819291,0.072049431,0.072780817,0.03931896,0.03408768,0.020665064,0.026388596,0.025909383,0.018790963,0.024829512,0.018183119,0.02181025,0.02149748,0.019274159,0.022287723,0.019982878,0.027763905,0.025699508,0.028714846,-0.004783035,-0.005085972,-0.005840896,-0.005938239,-0.006426783,-0.005415595,-0.003121753,-0.002784936,4.6008014,4.6507712,4.15792523,3.84413719,3.38221795,5.4201998,5.7559849,4.59600447,4.20971468,3.35812121,0.29986623,0.87966982,0.16211975,0.47558491,0.29150056,0.891108355,0.14859958,0.45308825,0.248361628,0.955262302,0.072019246,0.246689596,0.227260077,0.963829087,0.060639946,0.23909604,0.153995227,0.809043991,0.058505229,0.408659179
40399.36111,1.846955325,70.3,221,330,0.72916479,5.36,16.25,18.54,-0.004142,0.005277,0.015762,22.795584,22.532775,22.163767,23.13759,22.52373,23.052337,22.636073,22.553372,0.379564,0.07926,0.377509,0.114824,0.416433,0.107806,0.005277,-0.000338,0.005277,-0.013912,1.248276,0.275062,0.824285,0.359962,0.741382,0.24298,1.01322,11.669342,11.669342,11.907127,0.237785,0.297913,12.152589,11.832765,0.719682,13.245302,1.844017,13.921404,2.174021,12.48746,2.704325,0,0,0,0,0,4.993732272,4.993732272,5.05456368,0,0,0,0,0,5.187658142,5.187658142,5.276137602,0.036742346,0.036742346,0.556387455,0.556387455,0.556387455,4.893539925,4.893539925,4.897253414,3.083681747,3.081437326,3.082635794,3.085766126,3.092398956,3.094896742,3.102400353,3.121149319,1300,1200,1190,1180,1180,1180,1180,1180,1180,-30,1.995635195,1.994537104,1.984152113,1.976197085,1.90982337,1.794284678,1.753912718,1.751799644,99,99,97,93,91,54,41,41,41,6,0.05050668,0.05309859,0.048708472,0.042361939,0.057060452,0.07855795,0.055754228,0.045596806,0.04768024,0.04447602,0.029078359,0.00735909,0.023532783,0.033606699,0.025302346,0.024291247,0.003208004,0.003127054,-0.001838036,-0.003895683,0.014969517,0.020658834,0.012233806,0.011778776,-0.008978188,-0.008749974,-0.009160664,-0.008030673,-0.002492869,-0.001232745,-0.002589942,-0.004083226,1.4207223,3.5384772,3.2115264,2.79300781,3.87981042,-3.3564729,-1.089703,-1.976666535,-1.934462542,-1.897417822,0.24312018,0.53369981,-0.38523607,-0.845674,0.23531886,0.517183065,-0.38930428,-0.85565718,0.11666193,0.252338636,-0.450049313,-0.945704063,0.112840129,0.217441253,-0.505260416,-0.963414718,0.250669111,0.413103355,-0.480711441,-0.860217655
40413.33681,1.23299611,17.1,235,328,0.670245853,4.68,16.25,17.98,-0.010057,-0.000738,0.00907,21.58543,20.576182,20.988758,21.590543,20.436499,21.621357,20.256594,21.768234,0.093946,0,0.149171,0.139069,0.285812,0.187892,-0.000738,-0.002506,-0.000738,-0.011953,1.069265,0.552778,1.156059,0.552259,1.120701,0.408677,0.992457,15.73781,15.73781,16.202525,0.464715,1.056603,17.182348,17.157888,1.342744,16.336776,1.330048,15.697766,1.503454,13.964076,2.538903,0,0,0,0,0,0.897566711,4.97519668,4.987566741,0,0,0,0,0,0.965195317,5.58239832,5.583172933,0,0,0,0,0,0.465239723,4.739156887,4.798511436,2.746634199,2.746147485,2.741053064,2.732711992,2.732092062,2.746938118,2.757972996,2.790088619,565,551,551,538,520,511,511,511,511,13,2.508192926,2.513883186,2.539128395,2.585648695,2.726013663,2.841854601,2.731929952,2.529564019,922,318,318,318,318,318,318,34,34,-55,-0.09188892,-0.098512445,-0.095814218,-0.048804639,-0.033994804,-0.042860138,0.01015953,0.00985945,-0.05649677,-0.047963522,-0.016673841,0.009574141,-0.023738911,-0.022335751,-0.020586692,-0.010776129,-0.02521205,-0.02363174,-0.016759007,-0.005594974,0.000601228,-0.010972554,0.014358101,0.009188903,-0.004063048,-0.003808499,-0.003790558,-0.004890209,-0.007482685,-0.010940437,-0.006689295,-0.004906207,-2.1492531,-1.8921996,-1.6227464,-1.59365162,-1.885598956,1.1582762,2.6989181,4.03372162,3.90610189,2.283728772,-0.3923122,-0.99990146,-0.005507791,-0.01403792,-0.37448619,-0.997037785,0.01658025,0.046874095,-0.326434805,-0.989049342,0.039904022,0.128633617,-0.265692622,-0.984163041,0.036013209,0.150025753,-0.300356132,-0.987420702,0.012828998,0.0435845
40695.39236,1.127104798,13.4,152,248,0.706717782,5.09,16.5,17,0.011825,-0.015226,0.005265,9.914461,12.44566,12.25246,13.302792,12.082329,11.780843,11.778112,10.980831,0,0,0.135729,0,0.084239,0,-0.015226,-0.013883,-0.015226,-0.032191,2.052339,0.743358,1.160745,0.170131,1.799513,0.291573,1.916155,9.110129,9.110129,9.515593,0.405464,1.059294,10.485347,10.997298,1.009861,11.091524,0.821056,10.815755,0.845164,10.339156,0.9367,0,0,0,0,0.526778891,0.526778891,0.575640513,1.720007558,0,0,0,0,0.157699081,0.157699081,0.339392104,1.901719485,0,0,0,0,0.183327576,0.183327576,0.392806568,1.287831511,2.59439255,2.593839661,2.596276296,2.602896108,2.611247429,2.6271364,2.642124322,2.656732882,420,393,389,389,389,389,389,389,389,-3,1.90579588,1.907142531,1.912266352,1.91984049,1.935601722,1.960059319,1.982098411,2.04202557,91,79,79,79,79,79,79,79,79,-3,0.1885439,0.1771703,0.175336675,0.172598437,0.178684415,0.091350491,0.062871242,0.050850509,0.05503339,0.0474298,0.049684705,0.04529493,0.044040538,0.010580928,0.002642398,0.001240746,0.11259309,0.10833104,0.11003248,0.110028379,0.111875914,0.054599509,0.043579172,0.037158862,0.018216773,0.016643622,0.018776456,0.016130398,0.01988927,0.009024564,0.004831442,0.005290927,9.6525635,9.92328175,8.68498692,8.13833798,7.591613908,3.2419446,2.4132648,2.29550417,1.114484138,-1.806882593,0.5709299,0.92804742,-0.2291367,-0.37246207,0.53066585,0.91235904,-0.2356273,-0.40758015,0.486111122,0.881374533,-0.256666083,-0.468951332,0.401740242,0.696794671,-0.385286167,-0.647253326,0.376311438,0.530471316,-0.616336625,-0.780481803
40697.43056,1.90579588,80.5,154,237,0.788875116,6.15,16.5,17,-0.013011,0.006135,0.015715,10.799158,9.221925,10.045904,9.423604,9.802326,10.450226,9.49556,11.387166,0.525292,0.913097,0.319491,0.934072,0.165269,0.956223,0.006135,-0.002169,0.006135,-0.019525,1.953976,0.348616,0.451867,0.243578,1.975669,0.265402,2.194958,10.158669,10.158669,10.066172,0.092497,0.113027,9.976502,9.943695,0.107095,10.027629,0.330818,10.291926,0.81377,10.495532,0.795385,0,0,0,0,0,0,0.526778891,0.575640513,0,0,0,0,0,0,0.157699081,0.339392104,0.12411688,1.060932137,1.765320368,1.765320368,1.765320368,1.765320368,1.774813793,1.808494678,2.440121603,2.441302287,2.446381812,2.458448984,2.485292479,2.529545308,2.558004004,2.599744378,346,274,274,274,274,274,274,274,274,-12,1.822821645,1.826074803,1.825534299,1.828767276,1.833505687,1.852530821,1.88119042,1.933518922,71,66,66,66,66,66,66,66,66,0,0.0756739,0.06188044,0.038553859,0.037231745,0.007636739,0.030611017,0.081923566,0.051183535,-0.0277609,-0.027356452,-0.020894212,-0.013401348,-0.030620481,-0.006478359,0.0111704,-0.000422701,0.0522314,0.04521601,0.037162963,0.03308124,0.016502436,0.027963956,0.057367732,0.037870311,0.000505832,-0.00040037,-0.001761415,-0.003915183,-0.00741812,-0.000398623,0.006550808,0.002917876,2.80548,2.4814045,-0.08857107,-0.59044899,-1.841328106,-9.525061,-8.59115415,-5.90781735,-3.255514309,-2.509475695,-0.04923697,-0.094174341,-0.5205043,-0.99555572,-0.069690562,-0.172469626,-0.43424752,-0.98180187,-0.076133811,-0.524451925,-0.210893221,-0.777278578,-0.062328005,-0.753540094,-0.108883896,-0.473741669,-0.114387632,-0.874124389,-0.062315474,-0.284194642
40700.45833,1.445604203,27.9,157,233,0.698100546,4.99,16.5,17,-0.000616,-0.00456,0.003399,11.795191,11.672875,11.992139,12.652476,11.957539,13.206253,12.349375,12.728878,0.073624,0.100887,0.04251,0.277962,0.023717,0.147247,-0.00456,-0.005027,-0.00456,-0.013042,2.225758,0.861026,1.486865,0.0346,1.77677,0.724431,1.884779,11.415841,11.415841,11.350912,0.064929,0.293596,11.602283,12.208166,0.690792,12.277564,0.712411,11.811754,0.883513,11.098104,1.129636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51743502,0.562625986,0.563702049,0.563702049,0.563702049,0.563702049,0.563702049,1.85313653,2.290034611,2.291701771,2.297760511,2.306648373,2.322413133,2.343305999,2.366915605,2.438660992,226,195,195,195,195,195,195,195,195,-9,1.763427994,1.763427994,1.763427994,1.764674177,1.772306423,1.784178795,1.794889663,1.818596997,61,58,58,58,58,58,58,58,58,0,0.09613565,0.083569825,0.058019785,0.060144374,0.042186447,0.047091503,0.075113484,0.0564496,-0.03031902,-0.02988151,-0.010335655,0.008324679,-0.015841178,0.000219213,0.002486481,-0.001719444,0.042873607,0.041260404,0.032293573,0.033555164,0.03114728,0.037239994,0.059719875,0.046516387,0.008790521,0.008650202,0.006463635,0.004790967,0.000314305,0.000694596,0.002043641,0.000912363,1.2940299,0.9229305,1.145354,1.657141123,-0.533158348,-6.5348516,-6.3061248,-6.01421832,-3.666048706,-1.922385078,0.1501195,0.34165766,-0.4129454,-0.93982447,0.15009234,0.34905312,-0.40314644,-0.93706971,0.10987617,0.419105783,-0.261659352,-0.904334308,0.064228122,0.329946896,-0.155012177,-0.846681533,-0.014769799,-0.331655988,-0.074561318,-0.403782998
40701.46181,0.612783857,4.1,158,233,0.380211242,2.4,16.5,17,-0.004892,0.003751,0.006786,12.111298,13.338619,13.44737,12.911222,13.420099,12.781849,13.69826,13.107909,0.080954,0.63161,0.157227,0.329215,0.099868,0.161909,0.003751,-0.003286,0.003751,-0.013479,2.005604,0.543142,0.641211,0.02727,1.152257,0.466502,1.503663,11.856292,11.856292,11.733762,0.12253,0.186049,11.868793,12.124219,0.316679,12.166193,0.538982,12.226449,0.614009,11.500635,1.054215,0,0,0,0,0.48605761,0.48605761,0.48605761,0.48605761,0,0,0,0,0.771551683,0.771551683,0.771551683,0.771551683,0,0,0,0,0.537151748,0.778647545,0.778647545,1.929416492,2.252853031,2.252853031,2.257078306,2.260518576,2.269974818,2.296630917,2.319908121,2.375534068,195,179,179,179,179,179,179,179,179,-3,1.759667845,1.757775491,1.756826213,1.756350795,1.759746514,1.765955569,1.776034949,1.795966868,60,57,57,57,57,57,57,57,57,1,-0.037943647,-0.036170074,-0.024616401,-0.017705872,0.017661498,0.029923973,0.037281501,0.051393024,-0.041551949,-0.033881974,-0.016107652,-0.005345304,-0.004736307,-0.010288743,-0.001432627,-0.005407988,-0.004668192,-0.003203386,-0.003219145,0.005332871,0.020231696,0.025689488,0.031570561,0.044113319,-0.002999974,-0.001973322,-0.000616752,0.00183521,0.00476256,0.002538433,0.002050584,0.000838898,-1.1817391,-2.196079,-1.62315014,-0.423728706,-0.58264092,-4.9705458,-4.1061392,-2.423985338,-2.180830361,-3.10730552,-0.065312046,-0.48560778,-0.11757282,-0.87417681,-0.062960867,-0.522465305,-0.103700002,-0.851563365,-0.039215116,-0.384239258,-0.085045497,-0.906547503,-0.014929599,-0.052806331,-0.061704105,-0.914128916,0.03122789,0.059631022,-0.223570225,-0.946465009
40707.48611,0.707570176,5.1,164,283,0.283301229,1.92,16.9,17,-0.003627,0.012533,0.019797,11.875066,11.286698,14.454117,12.146597,14.213607,11.632532,12.677556,11.3644,0.001397,0,0.0014,0,0.302882,0,0.012533,0.006201,0.012533,-0.005773,2.229846,1.844703,1.652065,0.240511,1.370609,1.634305,1.199343,12.104911,12.104911,11.774692,0.330219,0.266327,11.826491,12.01258,0.413146,11.316637,0.764845,10.994978,0.784942,10.216932,1.191571,0,0,0,0,0,0,4.872075636,5.284406968,0,0,0,0,0,0,5.015408956,5.699502785,0,0,0,0,0,0,3.915470214,5.262325817,2.496929648,2.49762065,2.500030534,2.5025978,2.506124351,2.500023382,2.447723151,2.382332287,326,313,313,313,313,313,277,184,171,-7,1.788875116,1.794139356,1.799053223,1.808295392,1.833107252,1.87345987,1.84139858,1.798017269,77,61,61,61,61,61,61,51,49,-3,-0.03210862,-0.028854204,-0.010544468,0.013424328,-0.017105776,-0.019802118,-0.056231486,-0.049653706,0.006139919,0.012632398,0.032140388,0.042032298,0.002119158,0.00685501,-0.000521675,-0.009168756,-0.01369819,-0.01337112,-0.014593544,-0.010756853,-0.018790745,-0.017712256,-0.037686578,-0.027105707,0.006092081,0.006360111,0.006637034,0.006969502,0.005435458,0.007486056,0.004967254,-0.000884521,-2.409703,-2.6603082,-0.87120335,0.45399851,-0.074559093,-2.600448,-1.37444039,1.754875853,2.867376602,1.436919124,-0.06050102,-0.9901258,0.008565715,0.14018169,-0.05662861,-0.943073415,0.017354182,0.29209666,0.004716081,-0.01110956,0.046404903,0.68383603,0.053874544,0.347727438,0.073313441,0.688780393,-0.045461771,0.010953134,0.031829357,0.251009711
40708.47917,0,0,165,293,0.204119983,1.6,16.8,17,-0.007573,0.012376,0.012376,11.606222,12.615531,13.964717,13.337875,13.891625,12.742236,13.335072,12.20098,0,0,0,0,0.0007,0,0.012376,0.005495,0.012376,-0.009544,1.437056,1.02423,1.232949,0.073092,1.574651,0.955756,1.550924,12.486445,12.486445,12.351969,0.134476,0.366886,12.617969,13.21812,0.689029,12.61535,0.828286,11.950465,1.162635,11.06691,1.48482,0,0,0,0,0,0,0,5.057950672,0,0,0,0,0,0,0,5.262919912,0,0,0,0,0,0,0,4.20671071,2.469822016,2.469822016,2.470741158,2.474853393,2.482501393,2.494567638,2.494072421,2.423163924,317,295,295,295,295,295,295,274,179,-3,1.73239376,1.73239376,1.733092544,1.741369555,1.758274279,1.798039292,1.838827159,1.801264751,63,54,54,54,54,54,54,54,49,0,-0.024140033,-0.030457856,-0.053699799,-0.037420636,-0.024613922,-0.020859849,-0.021406052,-0.058335672,-0.057537917,-0.059627634,-0.048832786,-0.014685865,-0.017424061,-0.007652452,-0.001238014,-0.015636758,-0.007927928,-0.01018965,-0.014633978,-0.010488646,-0.007371153,-0.013080949,-0.014265222,-0.034455178,0.000123077,0.000185876,0.000368362,0.002544859,0.003795016,0.004615237,0.006255709,-0.000812406,-3.655308,-2.03057169,-1.6197931,-1.733780365,-1.434295479,-3.445891,-4.3097185,-2.45000997,-0.358142238,-0.31466049,-0.082734621,-0.56123862,-0.12200807,-0.82765404,-0.074436311,-0.609206965,-0.098932035,-0.7906959,-0.089216707,-0.854642248,-0.032257725,-0.272049792,-0.056752126,-0.538919672,0.009661601,0.187353253,-0.044109789,-0.54557161,-0.000518,0.020334796
40709.43403,2.836767047,686.7,166,283,0.161368002,1.45,16.8,17,0.001582,0.010795,0.012694,12.066752,12.211977,12.310638,13.035907,12.313005,13.197087,12.092084,12.827947,0.079288,0.843667,0.040645,0.445036,0.020322,0.156633,0.010795,0.004201,0.010795,-0.007232,1.47039,0.274842,1.009769,0.002367,1.146055,0.176212,1.412515,12.337751,12.337751,12.321248,0.016503,0.286148,12.552537,13.064633,0.592689,13.141377,0.647233,12.765111,0.78697,11.853537,1.281769,0,0,0,0,0,0,0,4.872075636,0,0,0,0,0,0,0,5.015408956,0.170455273,0.170455273,0.25007199,0.25007199,0.25007199,0.25007199,0.25007199,3.925616385,2.423245874,2.422630871,2.426511261,2.432768924,2.445652845,2.465088388,2.479487332,2.452674322,295,265,262,262,262,262,262,262,184,-6,1.750122527,1.749156354,1.747217536,1.748995116,1.754589722,1.757586795,1.78619721,1.809215184,60,56,56,54,54,54,54,54,51,0,-0.004089947,-0.005420861,0.002378768,-0.027324843,-0.030512958,-0.027729452,-0.024947068,-0.045650625,-0.044463491,-0.042450141,-0.044040567,-0.050086695,-0.045988461,-0.030379639,-0.019619212,-0.012745255,0.012485322,0.014601701,0.01270856,-0.003262106,-0.00598538,-0.00679848,-0.011189153,-0.025832677,-0.020207466,-0.019563113,-0.018472558,-0.014287382,-0.009174193,-0.002565234,0.00010341,0.001869528,-3.337734,-4.0648906,-3.56178185,-3.74260937,-3.61937346,-5.035288,-4.8807342,-4.9637909,-5.16857086,-3.172166485,-0.37830531,-0.61943655,-0.47944756,-0.78504673,-0.38695266,-0.62950084,-0.47747328,-0.77689182,-0.387046443,-0.62819098,-0.479345697,-0.777901428,-0.326809969,-0.713488575,-0.35152349,-0.676097842,-0.240462402,-0.744370928,-0.235863655,-0.635225152
40710.40278,1.298853076,19.9,167,286,0.57054294,3.72,16.9,17.76,0.015799,-0.005005,0.010795,12.339842,12.406108,13.634504,12.21407,13.186365,12.656403,12.563998,12.892504,0.996898,1,0.975343,1,0.490417,0.996096,-0.005005,0.000345,-0.005005,-0.011642,1.334988,0.412985,0.368303,0.448139,0.879277,0.519509,1.071275,13.042738,13.042738,13.020657,0.022081,0.066439,12.963846,12.780859,0.231141,12.932039,0.461419,13.011502,0.584287,12.295985,1.095663,0,0,0,4.867025169,5.371012195,5.371012195,5.371012195,5.371012195,0,0,0.144156165,5.125531485,5.609609434,5.609609434,5.609609434,5.609609434,0,0,0,2.797012335,4.229172259,4.233128866,4.233128866,4.233128866,2.45293587,2.450633951,2.447158031,2.43992451,2.430155712,2.43871536,2.454537867,2.472201651,286,283,277,277,259,259,259,259,259,9,2.297213196,2.298853076,2.276844611,2.173853714,2.013714765,1.903686448,1.861411587,1.866971428,202,196,196,159,66,54,54,54,54,40,0.016572816,0.0161646,0.023682999,0.041417546,0.030822042,-0.000526411,-0.008511035,-0.014389986,0.021004461,0.01878409,0.015600676,0.004770883,-0.016753774,-0.031730573,-0.024954512,-0.012509179,0.01589195,0.016058174,0.022686038,0.036801768,0.030996322,0.011985956,0.005445212,-0.004795152,-0.002309603,-0.002774997,-0.002910107,-0.002886411,-0.007448891,-0.007885373,-0.003820403,0.000591751,1.304117,1.9121805,0.791423762,-0.026240812,-0.720780969,4.6491485,4.0795752,3.53973175,0.33204782,-2.66722921,0.0342912,0.37534553,0.0846793,0.92688496,0.018266832,0.205517584,0.073735805,0.96312394,-0.024469061,-0.379150082,0.035676653,0.559074068,-0.026952223,-0.211667178,-0.250736145,-0.218168458,-0.161683253,-0.348675449,-0.392976744,-0.541865615
